start,end,text
38.726299999999995,38.846379999999996, on
38.92644,39.18661, water.
41.16795,41.28803, They
41.34807,41.528189999999995, also
41.60825,41.76836, have
41.84841,41.96849, low
42.04855,42.38878, melting
42.408789999999996,42.70899, points
42.74902,43.129279999999994, compared
43.189319999999995,43.329409999999996, to
44.149969999999996,44.39013, most
44.4902,44.6503, other
44.69033,44.97052, common
44.99053,45.35078, metals.
46.951859999999996,47.41217," Cesium,"
47.51224,47.63232, for
47.672349999999994,48.11264," instance,"
48.27275,48.43286, has
48.43286,48.53293, a
48.57295,48.87316, melting
48.89317,49.11332, point
49.11332,49.21339, of
49.2334,49.47356, around
49.51358999999999,49.95389, 29
49.95389,50.2741, degrees
50.2741,50.77444, Celsius.
55.65774,55.81785," Now,"
55.83786,55.957939999999994, they
56.01799,56.23813, also
56.35822,56.67843, have
56.858549999999994,56.978629999999995, a
57.038669999999996,57.35889, large
57.43895,57.83922, atomic
57.89926,58.29953, radius.
60.40041,60.7607, Atomic
60.86078,61.20106, radius
61.30114,61.92164, increases
61.98169,62.22189, towards
62.22189,62.32197, the
62.341989999999996,62.622209999999995, left.
64.86404,64.98413, So
65.78478,66.22514, sodium
67.42612,67.62628, is
67.82644,68.24679, larger
69.2476,69.48779, than
70.08828,70.70879, magnesium.
71.72962,71.84971999999999, As
71.84971999999999,71.9498, you
71.96981,72.06989, go
72.08991,72.21001, to
72.18999,72.29007, the
72.29007,72.51025, left
72.51025,72.63034999999999, the
72.65037,72.99064, atomic
73.07070999999999,73.33091999999999, radius
73.37095,73.95142, increases.
75.43263,75.55273, So
75.65281,75.93303, alkali
75.97307,76.27331, metals
76.29333,76.41343, they
76.45346,76.57356, have
76.59357,76.67364, a
76.69364999999999,77.17403999999999, relatively
77.27413,77.6144, large
77.8546,78.21489, atomic
78.27494,78.5952, radius
78.83539,78.97551, for
78.99552,79.11562, their
79.15566,79.55598, period.
81.13727,81.25736, That
81.27738,81.39748, is
81.43751,81.55761, if
81.53759,81.65769, you
81.65769,82.01798, compare
82.01798,82.13808, them
82.17811,82.29821, with
82.39829,82.57844, other
82.6585,83.13889, elements
83.23897,83.35907, in
83.33906,83.45915, the
83.49919,83.69935, same
83.7594,83.91953, row.
87.40034,87.78059, Alkaline
87.80061,88.20088000000001, metals
88.381,88.62116, also
88.70122,88.84131000000001, have
88.86133000000001,88.96139000000001, a
89.00142000000001,89.14151000000001, low
89.36166,89.84199000000001, ionization
89.90203000000001,90.20223, energy.
91.54314000000001,92.02346, Ionization
92.0835,92.36369, energy
92.50379000000001,93.20426, increases
94.42508000000001,94.54517000000001, to
94.54517000000001,94.66525, the
94.70527000000001,94.94544, right
95.14557,95.46579, across
95.46579,95.58587, the
95.58587,95.86606, periodic
95.90609,96.20629000000001, table
96.88675,97.00683000000001, so
97.02684,97.14692000000001, that
97.18695000000001,97.38709, means
97.42711,97.58722, that
97.7073,98.12759, sodium
98.88810000000001,99.14828, has
99.1883,99.30838, a
99.34841,99.58857, lower
99.74868000000001,100.20899, ionization
100.26903,100.52921, energy
100.96951,101.12961, than
101.26971,101.85010000000001, magnesium.
105.45254,105.59263000000001, Now
105.6927,106.07295, alkaline
106.07295,106.4332, metals
106.59331,106.75341, are
106.99358000000001,107.25375000000001, highly
107.33381,107.89419000000001, reactive.
109.29513,109.41521, They
109.45524,109.57532, can
109.61535,109.89554000000001, react
109.89554000000001,110.01562000000001, with
110.11569,110.33584, water
110.39588,110.79615000000001, producing
110.83617000000001,111.23644, hydrogen
111.27647,111.59669000000001, gas
113.33786,113.45794000000001, and
113.45794000000001,113.57803000000001, at
113.55801000000001,113.67809, the
113.71812,113.91826, same
113.95828,114.27850000000001, time
114.83888,114.95896, they
114.95896,115.07904, can
115.11907000000001,115.35923000000001, create
115.37924000000001,116.15977000000001, hydroxides.
116.66012,116.78021, so
116.78021,116.9003, they
116.92031,117.0404, can
117.14047,117.42068, form
117.56078,117.94106, alkaline
117.98109,118.54151, solutions.
121.42363,121.54372000000001, All
121.54372000000001,121.66381, of
121.6438,121.76388, the
121.84394,122.18419, alkaline
122.20421,122.48442," metals,"
122.50443,122.62452, they
122.66455,123.0048, possess
123.20495,123.32504, one
123.38508,123.64527, valence
123.66529,124.0856," electron,"
125.68678,125.80687, and
125.80687,125.92696, so
125.96699,126.08708, they
126.10709,126.24719, have
126.24719,126.32724999999999, a
126.34727,126.58744, very
126.90768,127.0678, low
127.28796,128.16861, electronegativity.
128.98922,129.20938," They're,"
129.40953,129.52962, in
129.54963,129.76979," fact,"
129.84985,130.67046," electropositive,"
132.57186000000002,132.73198, which
132.81204,133.0322, makes
133.07223,133.19232, them
133.29239,133.59261, strong
133.67267,134.113, reducing
134.17304000000001,134.53331, agents.
135.35390999999998,135.474, They
135.55406,135.77422, really
135.83427,135.97437, want
135.97437,136.07445, to
136.11448000000001,136.31462, give
136.35465,136.47474, up
137.05517,137.19527, their
137.29534999999998,137.57555, valence
137.61558,138.37614, electrons
138.55628000000002,138.67637, to
138.69638,138.83648, have
138.8565,138.91654, a
138.93656,139.33685, complete
139.41691,139.75716, octet.
142.61928,143.01957, Lithium
144.14038,144.26047, is
144.32050999999998,144.44059, one
144.44059,144.52065, of
144.50064,144.62072, the
144.62072,145.04102, strongest
145.10106,145.44129999999998, reducing
145.50134,145.74151, agents
145.82157,145.94164999999998, out
145.96167,146.1418, there.
147.60282999999998,147.72290999999998, It
147.76294,147.96308, has
148.00311,148.1232, a
148.36337,148.68358999999998, standard
148.70361,149.06386, reduction
149.08388,149.5442, potential
149.92446999999999,150.04455, of
150.12461,150.44484, negative
150.46484999999998,151.88585999999998, 3.05
151.92588,152.24611, volts.
156.74929,156.88939, Now
156.92942,157.08953, let's
157.12956,157.24965, get
157.24965,157.36973, rid
157.36973,157.48982, of
157.48982,157.70997, that.
159.13098,159.25106, So
159.25106,159.35112999999998, if
159.33112,159.41117, we
159.39115999999999,159.51124, go
159.51124,159.63133, to
159.61132,159.7314, the
159.7314,160.03161, periodic
160.09165,160.41188," table,"
161.7128,161.83289, in
161.81287,161.93295999999998, the
161.95297,162.19314, first
162.23317,162.59341999999998," column,"
162.73352,162.85361, the
162.87362,163.11379, first
163.17383,163.39399, element
163.43402,163.5541, you're
163.5541,163.65417, going
163.65417,163.73423, to
163.75423999999998,163.91436, see
163.95438,164.07447, is
164.1145,164.55481, hydrogen.
165.77567,165.97581, Below
166.05587,166.47617," hydrogen,"
166.53620999999998,166.65628999999998, we'll
166.69632,166.99653, have
167.59696,167.71704, the
167.77709,168.11732999999998, elements
168.17737,168.53762," lithium,"
169.29816,169.73847," sodium,"
170.63911,171.31959, potassium.
172.70035,173.16065999999998," rubidium,"
174.04127,174.56162999999998," cesium,"
175.44224,175.66239, and
175.86253,176.38288, francium.
178.26417999999998,178.38427, The
178.42428999999998,178.78454, elements
178.82457,179.04471999999998, below
179.14479,179.56508, hydrogen
180.22553,180.34562, are
180.36562999999998,180.84596, considered
181.52642999999998,181.64650999999998, the
181.72656999999998,182.08682, alkali
182.14685999999998,182.50710999999998, metals.
183.10752,183.22761, They
183.26763,183.40773, can
183.46777,183.78798999999998, conduct
183.82801999999998,184.38841," electricity,"
184.56852999999998,184.74865, they're
184.84872,185.22898999999998," soft,"
185.28903,185.44914, they
185.66929,185.84940999999998, have
185.86943,186.04954999999998, these
186.06957,186.52988, properties.
187.59061,188.07094999999998, Hydrogen
188.73139999999998,188.85147999999998, is
188.91153,189.35182999999998, considered
189.37184,189.49193, to
189.51193999999998,189.63201999999998, be
189.79213,189.91222, a
189.97225999999998,190.43257, nonmetal.
191.41324999999998,191.53332999999998, At
191.55335,191.69343999999998, room
191.73346999999998,192.17378, temperature
192.23381999999998,192.61408, hydrogen
192.63409,192.75418, is
192.81421999999998,193.13443999999998, actually
193.13443999999998,193.19448, a
193.19448,193.55472999999998," gas,"
194.85562,194.97571, so
195.09579,195.21587, it's
195.29593,195.45603999999997, not
195.45603999999997,195.57612, a
195.61614999999998,195.95638, solid
196.01642999999999,196.23658, metal.
199.73899,199.85907999999998, So
199.91912,200.0392, on
200.01918999999998,200.11925, a
200.15928,200.51952999999997," test,"
201.56026,201.68034999999998, If
201.68034999999998,201.86048, you're
201.92051999999998,202.20072, asked
202.36084,202.48092, if
202.66105,203.12139, hydrogen
203.22145999999998,203.34154999999998, is
203.38157999999999,203.74184, considered
203.74184,203.86192, an
203.92197,204.20217, alkali
204.2422,204.44234," metal,"
204.46236,204.58244, for
204.60245999999998,204.70253, the
204.70253,204.90267, most
204.96272,205.18287999999998," part,"
205.72326999999999,205.86336999999997, it's
205.92341,206.08353, not.
207.46452,207.78474999999997," However,"
207.8448,208.28511999999998," hydrogen,"
209.12572,209.28583999999998, like
209.28583999999998,209.40591999999998, the
209.46597,209.6461, other
209.70613999999998,209.98633999999998, alkali
210.02637,210.32658999999998," metals,"
210.70685999999998,210.82694999999998, do
210.92702,211.36733999999998, contain
212.44812,212.60824, only
212.74833999999998,212.86842, one
212.90845,213.14863, valence
213.16863999999998,213.56893," electron,"
216.77123999999998,216.97138999999999, since
216.97138999999999,217.1315, they're
217.1315,217.25159, all
217.29162,217.49176, part
217.53179,217.65187999999998, of
217.95209999999997,218.11221, group
218.23229999999998,218.35237999999998, 1.
223.19588,223.356," Now,"
223.53612999999999,223.67622999999998, as
223.69624,223.81633, you
223.81633,223.93642, go
224.0565,224.35672, down
224.83706999999998,225.0172, this
225.09724999999997,225.33742999999998," group,"
227.43894999999998,227.55902999999998, the
227.57905,228.23952, reactivity...
230.34031000000002,230.4604, of
230.4604,230.58048, the
230.70057,231.0208, alkali
231.06083,231.42108000000002, metals
231.5812,232.20164, increases.
233.58262000000002,233.70271, So
233.72272,233.84281000000001, what
233.86282,233.98291, this
234.04295000000002,234.24309, means
234.26311,234.32315, is
234.34316,234.52329, that
234.70342,235.24381, francium
236.60477,236.94502, is
237.7656,237.92571, more
237.96574,238.44609, reactive
238.44609,238.56617, than
238.66624000000002,239.06653, cesium.
239.76703,240.22735, Cesium
240.36745000000002,240.48754, is
240.54758,240.68768, more
240.72771,241.20805000000001, reactive
241.22807,241.34815, than
241.40819000000002,241.82849000000002, rubidium.
242.14872,242.26881, In
242.28882000000002,242.52899," fact,"
242.64908,243.06938, cesium
243.16945,243.60976, reacts
243.86995000000002,244.27023, violently
244.31026,244.45036000000002, with
244.49039,244.75057, water.
247.3124,247.45250000000001, Now
247.53256000000002,247.65264000000002, as
247.65264000000002,247.75271, you
247.75271,247.8728, go
247.95285,248.15300000000002, down
248.15300000000002,248.25307, the
248.27308,248.51325," group,"
249.43391,249.55399, the
249.59402,249.95428, melting
249.97429,250.27451000000002, point
250.75485,251.39531, decreases.
254.27736000000002,254.63761, Cesium
254.67764,254.81774000000001, has
254.81774000000001,254.93783000000002, a
254.99787,255.19801, very
255.27807,255.39816000000002, low
255.47821,255.77843000000001, melting
255.79844,256.0186, point
256.0186,256.11867, and
256.11867,256.21874, the
256.23875,256.41888, same
256.41888,256.53897, is
256.55898,256.73911, true
256.75913,256.87921, for
256.91924,257.37957, francium.
259.2004,259.32049, The
259.36052,259.66076, boiling
259.68077999999997,259.961, point
260.58149,260.86171, also
261.08188,261.70237, decreases
261.88252,262.00261, as
262.00261,262.10269, you
262.12271,262.22278, go
262.26282,262.44295999999997, down
262.46297,262.56305, the
262.58306999999996,262.78323, group.
264.98497,265.10506, The
265.16510999999997,265.56543, density
266.32603,267.02657999999997, increases
267.84722999999997,267.96733, as
267.96733,268.08742, you
268.08742,268.1875, go
268.22753,268.44771, down
268.50775,268.70790999999997, group
268.82801,268.9481, 1.
272.81116,272.93125, The
272.99129999999997,273.25149999999996, first
273.3716,273.87199, ionization
273.91203,274.19225," energy,"
274.49248,274.61258, let's
274.67262999999997,274.85276999999996, call
274.85276999999996,274.97285999999997, it
275.09296,275.21305," IE1,"
276.51408,276.71424, that
276.75426999999996,277.37476, decreases
277.55491,277.675, as
277.675,277.79508999999996, you
277.77508,277.89517, go
277.93521,278.11535, down
278.13536,278.23544, the
278.25545999999997,278.45562, group.
280.47722,280.59731, The
280.61733,281.51804, electronegativity
281.67816,281.91835, also
281.99842,282.57887999999997, decreases
282.93916,283.05926, as
283.05926,283.17935, you
283.15934,283.27943, go
283.29945,283.4996, down.
285.26072999999997,285.38088, So
285.50104,285.94160999999997, lithium
286.1619,286.28204999999997, is
286.42224,286.64252, more
286.74264999999997,287.62379999999996, electronegative
287.74395,287.88414, than
288.00428999999997,288.40481," cesium,"
289.00559,289.14576999999997, which
289.22587999999996,289.40611, means
289.48622,289.94680999999997, cesium
290.52756999999997,290.64772, is
290.72783,290.90806, more
290.96814,291.94941, electropositive
292.75046,292.87061, than
292.91066,293.27112999999997, lithium.
298.81834,298.93849, The
298.93849,299.35904, atomic
299.41911999999996,299.85969, radius...
301.14139,301.26148, I'm
301.28148999999996,301.40157999999997, going
301.40157999999997,301.44160999999997, to
301.44160999999997,301.58171999999996, put
301.60173,301.74183999999997, this
301.78186999999997,301.94199, here.
303.64326,303.76335, The
303.78335999999996,304.12361, atomic
304.18366,304.54393, radius
304.72406,305.38455, increases
305.5847,305.70479, as
305.70479,305.80487, you
305.82488,305.94496999999996, go
305.98499999999996,306.20516999999995, down.
307.02578,307.14587, And
307.14587,307.22593, the
307.24593999999996,307.44608999999997, same
307.44608999999997,307.56618, is
307.58619999999996,307.80636, true
307.86641,308.08657, for
308.16663,308.28672, the
308.3868,308.667, ionic
308.72704999999996,309.10733, radius.
309.92795,310.06804999999997, That
310.10808,310.60845, increases
310.6685,310.78859, as
310.78859,310.86865, you
310.88865999999996,310.98874, go
311.00874999999996,311.16886999999997, down
311.18888999999996,311.26894999999996, a
311.28896,311.48911, group.
313.27044,313.39052999999996, So
313.41053999999997,313.55064999999996, those
313.55064999999996,313.65072, are
313.65072,313.79082999999997, some
313.83086,314.33123, trends
315.73228,315.85237, that
315.83234999999996,315.93242999999995, you
315.91240999999997,316.03249999999997, need
316.03249999999997,316.11256, to
316.11256,316.19262, be
316.21263999999996,316.45281, aware
316.45281,316.5729, of
316.67298,316.81307999999996, when
317.01322999999996,317.21338, dealing
317.21338,317.33347, with
317.31345999999996,317.43354999999997, the
317.59367,317.85386, alkali
317.89389,318.23413999999997, metals.
325.11928,325.23937, Now
325.2794,325.43951999999996, let's
325.43951999999996,325.55960999999996, go
325.63966999999997,325.79979, over
325.85983,326.01995, some
326.05998,326.72047999999995, reactions.
329.00132999999994,329.14142, with
329.18145,329.46163999999993, regard
329.46163999999993,329.56170999999995, to
329.54168999999996,329.66177999999996, the
329.72182,330.04202999999995, alkaline
330.04202999999995,330.36224999999996, metals.
333.88464999999997,334.34495999999996, Sodium
336.22623999999996,336.38634999999994, can
336.44638999999995,336.78661999999997, react
336.84665999999993,336.98675999999995, with
337.08682999999996,337.36701999999997, water
341.30969999999996,341.42977999999994, to
341.48981999999995,341.87008, produce
341.93011999999993,342.05019999999996, an
342.13025999999996,342.57055999999994, alkaline
342.61057999999997,343.01086, solution.
345.8728,345.99288999999993, It
345.99288999999993,346.11296999999996, will
346.15298999999993,346.4532, create
346.61330999999996,346.89349999999996, sodium
346.93352999999996,347.61398999999994, hydroxide
349.51527999999996,349.79546999999997, and
349.99560999999994,350.43591, hydrogen
350.51595999999995,350.87620999999996, gas.
352.67742999999996,352.79750999999993, So
352.79750999999993,352.91759999999994, to
352.93760999999995,353.23780999999997, balance
353.23780999999997,353.3579, this
353.41793999999993,353.85823999999997," equation,"
354.55870999999996,354.67878999999994, we
354.69881,354.81888999999995, need
354.81888999999995,354.87892999999997, to
354.89894,355.03903999999994, put
355.03903999999994,355.15912, a
355.19915,355.41929999999996, 2
355.47934,355.59941999999995, in
355.63944999999995,355.79955999999993, front
355.79955999999993,355.91963999999996, of
355.95966999999996,356.31990999999994," sodium,"
357.44066999999995,357.72085999999996," water,"
357.96103,358.08110999999997, and
358.14115,358.38131, sodium
358.42134,359.02173999999997, hydroxide.
361.86365,362.2439, Lithium
362.30394,362.42402, can
362.46405,362.72422, react
362.74424,362.90434, with
362.9844,363.18453, water
363.22456,363.34463999999997, the
363.38466999999997,363.5848, same
363.62483,363.76492, way.
364.06512,364.1852, It
364.1852,364.30528, will
364.34531,364.64551, produce
364.72557,365.04578, lithium
365.06579999999997,365.76627, hydroxide
366.2666,366.38668, and
366.4067,366.78695, hydrogen
366.82698,367.14718999999997, gas.
369.36868,369.48876, So
370.00910999999996,370.12919, the
370.16922,370.42939, alkali
370.46942,370.68957, metals
370.70958,370.82966, are
370.86969,371.16989, strong
371.22992999999997,371.6302, reducing
371.71025,372.09051, agents.
372.71093,372.83101, They
372.85102,373.01113, like
373.01113,373.13121, to
373.19124999999997,373.33134, give
373.37137,373.55149, away
373.59152,373.7116, their
373.75162,374.25196, electrons
374.29199,374.41206999999997, to
374.49212,374.71227, form
374.9124,375.11253999999997, metal
375.15256,375.69293, cations.
379.6756,379.79568, When
379.89575,380.276, sodium
380.37606999999997,380.5762, gives
380.61623,380.83637999999996, away
380.93645,381.05653, its
381.09655,381.53685, electron
381.67694,381.85706, it'll
381.89709,382.17728, form
382.87775,382.99783, a
383.01784,383.55821, positive
383.63826,383.81838, metal
383.87842,384.25867999999997, cation
385.95982,386.11993, and
386.11993,386.21999, the
386.24001,386.64027, reduction
386.6803,387.06056, potential
387.08056999999997,387.20065, for
387.20065,387.36075999999997, that
388.20133,388.32142, I
388.32142,388.50154, wrote
388.50154,388.56158, it
388.56158,388.70168, down
388.80175,389.12197, somewhere.
390.86318,391.00328, It's
391.10335,392.10404, 2.71
392.14407,392.48431, volts.
393.58507000000003,393.70516, If
393.70516,393.82524, you
393.86527,394.26554, reverse
394.26554,394.36561, the
394.38563,394.88598," reaction,"
395.04609,395.2062, it'll
395.2062,395.30627, be
395.32628,395.6465, negative
395.66652,396.40703, 2.71.
396.90738,397.10752, That'll
397.12753,397.26763, give
397.26763,397.34769, you
397.3677,397.48778, the
397.5078,397.88806, standard
397.9481,398.28834, reduction
398.30835,398.70863, potential.
400.28973,400.66999, Lithium
400.69001000000003,400.81009, is
400.87013,401.1103, also
401.13031,401.23038, a
401.2504,401.51058, strong
401.57062,401.89084, reducing
401.93087,402.19105, agent.
405.51336,405.63344, The
405.65345,405.77354, way
405.79355,405.91363, to
405.91363,406.17381, written
406.434,406.55408, the
406.57409,406.95436, reduction
406.99438,407.41468, potential
407.4547,407.65484, here
407.65484,407.75491, is
407.77493,408.75561, 3.05.
409.95644,410.07652, If
410.05651,410.17659000000003, you
410.19661,410.6169, reverse
410.6169,410.73698," it,"
410.71697,410.83705, you
410.83705,410.95714, get
410.95714,411.07722, the
411.09723,411.37743, standard
411.41746,411.73768, reduction
411.77771,412.17798, potential
412.23803,412.35811, of
412.41815,412.73837000000003, negative
412.75839,415.05999, 3.05.
415.05999,415.16005, But
415.18007,415.42024, notice
415.42024,415.54032, that
415.62037,415.98062, lithium...
416.62107999999995,416.74116999999995, is
416.72115999999994,416.82122999999996, a
416.86126999999993,417.20152999999993, stronger
417.24155999999994,417.62185999999997, reducing
417.68190999999996,417.98213999999996, agent
418.40246999999994,418.52255999999994, than
418.62263999999993,418.96290999999997, sodium.
419.56337999999994,419.68346999999994, It
419.68346999999994,419.8436, has
419.86360999999994,419.94366999999994, a
419.96369,420.18386, higher
420.22389,420.66423999999995, potential.
429.17087999999995,429.33100999999994, Now
429.47112,429.89144999999996, sodium
430.79214999999994,430.97228999999993, can
431.07237,431.29254, also
431.41263,431.87298999999996, react
433.15398999999996,433.43420999999995, with
433.99465,434.43499999999995, chlorine
434.45500999999996,434.83530999999994, gas
437.19714999999997,437.31724999999994, to
437.37728999999996,437.83764999999994, produce
438.11787,438.47814999999997, table
438.53819999999996,438.81841999999995," salt,"
440.65986,440.96009, sodium
441.02013999999997,441.48049999999995, chloride.
446.20133,446.32142, So
446.34143,446.46151, to
446.46151,446.82176, balance
446.84178,447.04192," this,"
447.08195,447.20203, we
447.20203,447.32211, need
447.32211,447.38215, to
447.38215,447.50224000000003, put
447.50224000000003,447.58229, a
447.60231,447.92253, 2
448.08264,448.20272, in
448.24275,448.40286, front
448.42288,448.54296, of
448.68306,448.80314, Na
449.66374,449.78382, and
449.92392,450.40425, NaCl.
453.22621,453.36631, Now
453.36631,453.48639000000003, the
453.56645000000003,453.90668, alkali
453.96673,454.34699," metals,"
455.20759,455.32767, in
455.32767,455.66791, addition
455.68792,455.808, to
455.84803,456.30835, reacting
456.32837,456.46846, with
456.56853,456.84873," water,"
457.40912000000003,457.5292, they
457.56923,457.68931, can
457.80939,458.06958000000003, also
458.16964,458.50988, react
458.56992,458.71002, with
458.85012,458.99021, air.
468.95714,469.39744, Lithium
469.87778000000003,470.0579, can
470.13796,470.53823, react
470.57826,470.79841, with
470.99855,471.51892, excess
472.05929000000003,472.43955, oxygen
472.47958,472.83983, gas
473.90057,474.02065, to
474.08069,474.46096, create...
474.64107999999993,475.04135999999994, lithium
475.22148,475.76185999999996," oxide,"
476.78255999999993,477.32293, Li2O.
486.20905999999997,486.32913999999994, The
486.40919999999994,486.80947, oxide
486.92956,487.10967999999997, ion
489.81154999999995,489.93163, is
489.97165999999993,490.41195999999997, represented
490.41195999999997,490.53203999999994, by
490.57206999999994,490.73217999999997, this
490.77221,491.13246," formula,"
492.45336999999995,492.57345, O
492.71354999999994,492.85364, with
492.85364,492.95370999999994, a
492.99373999999995,493.31395999999995, negative
493.35398999999995,493.49407999999994, 2
493.55413,493.93438999999995, charge.
498.71768999999995,499.13797999999997, Sodium
501.81982999999997,501.95991999999995, can
502.03997999999996,502.30015999999995, also
502.40022999999997,502.78049, react
502.86053999999996,503.02064999999993, with
503.86123999999995,503.98132999999996, the
504.0814,504.44165999999996, oxygen
504.48168999999996,504.74188, gas
504.76188999999994,504.88197999999994, in
504.98204999999996,505.10213999999996, air
506.28299,506.40306999999996, to
506.44309999999996,506.86339999999996, produce
507.14360999999997,507.50386999999995, sodium
507.62395,508.10429999999997, oxide.
509.26512999999994,509.44525999999996, Very
509.54533,509.84554999999995, similar
509.88557999999995,510.00566999999995, to
510.24583999999993,510.36591999999996, the
510.38593999999995,510.74619999999993, previous
510.80623999999995,511.26656999999994, reaction.
514.7490799999999,514.86916, But
514.88918,515.02928, there's
515.18939,515.34951, one
515.5496499999999,515.8298599999999, slight
515.86988,516.2101299999999, difference
516.2501599999999,516.41027, here.
518.0514499999999,518.1715399999999, When
518.2115699999999,518.5318, lithium
518.57183,518.9521, reacts
518.99213,519.1722599999999, with
519.33238,519.7526799999999, excess
519.85275,520.2130099999999," oxygen,"
520.29307,520.41315, it
520.4331699999999,520.77341, creates
520.85347,521.1736999999999, lithium
521.27377,521.69407, oxide.
522.37456,522.49465, When
522.5947199999999,522.99501, sodium
523.33525,523.71553, reacts
523.79559,523.99573, with
524.27593,524.61618, limited
524.75628,525.15657," oxygen,"
527.45822,527.63835, it'll
527.67838,527.9785999999999, create
528.07867,528.49897, sodium
530.00005,530.4003399999999, oxide
530.4003399999999,530.52042, as
530.56045,530.7405799999999, well.
538.50132,538.6214, But
538.6414199999999,538.7615, when
538.88158,539.2618299999999, sodium
539.50199,539.9622999999999, reacts
540.0423599999999,540.2624999999999, with
540.5627099999999,541.06304, excess
541.28319,541.6634399999999, oxygen
541.7034699999999,542.02369," gas,"
544.5854099999999,544.7255, we're
544.7255,544.8455799999999, going
544.8455799999999,544.90562, to
544.90562,545.0256999999999, get
545.0256999999999,545.12577, a
545.14578,545.4059599999999, different
545.42597,545.86627, product.
547.3272499999999,547.44733, We're
547.4673399999999,547.58742, not
547.6074299999999,547.7275099999999, going
547.7275099999999,547.78755, to
547.78755,547.92765, get
548.08776,548.4279799999999, sodium
548.5080399999999,549.00837, oxide.
550.06909,550.20918, We're
550.2291899999999,550.44934, going
550.44934,550.5694199999999, to
550.62946,550.8295999999999, get
551.38997,551.8302699999999, sodium
553.39132,554.17184, peroxide.
559.8756699999999,559.9957499999999, So
560.05579,560.1758699999999, to
560.2158999999999,560.57614, balance
560.59615,560.75626," this,"
560.8763399999999,560.99642, all
560.97641,561.0964899999999, we
561.1165,561.25659, need
561.27661,561.3966899999999, is
561.4167,561.5367799999999, a
561.5768099999999,561.79696, 2
562.55747,562.67755, in
562.7175699999999,562.8977, front
562.9177099999999,563.03779, of
563.07782,563.43806, sodium.
566.50011,567.28064, Peroxide.
568.2012599999999,568.4014, has
568.4614399999999,568.6015399999999, this
568.66158,568.9818099999999, formula.
572.1039699999999,572.24407, It's
572.3041099999999,572.4241999999999, O2
572.9845899999999,573.4649199999999, 2-.
580.8500499999999,581.0501899999999, Now
581.0701999999999,581.1902799999999, if
581.1902799999999,581.3103699999999, we
581.3503999999999,581.5705499999999, take
581.5905599999999,582.2710299999999, potassium
584.6927199999999,584.8127999999999, and
584.8528299999999,585.2531099999999, react
585.2531099999999,585.35318, it
585.35318,585.4732599999999, with
585.5733299999999,585.9736099999999, oxygen
586.0136299999999,586.3538699999999," gas,"
589.45602,589.5961199999999, we're
589.5961199999999,589.7362199999999, going
589.7362199999999,589.83629, to
589.8963299999999,590.1365, get
590.5367699999999,591.33733, potassium
592.1979299999999,593.0585299999999, superoxide.
594.6396199999999,594.7597099999999, So
594.8997999999999,595.6203099999999, superoxide
595.6403199999999,595.7603999999999, is
595.82044,595.94053, O2
596.78171,596.90225, with
596.92234,597.02279, a
597.04288,597.3643, negative
597.42457,597.54511, 1
597.58529,597.96698, charge.
599.2125199999999,599.41341, Whereas
