start,end,text
133.341,133.621,strong
133.685,134.133,reducing
134.181,134.929,agents.
135.229,135.565,They
135.597,135.813,really
135.861,135.997,want
136.013,136.141,to
136.165,136.349,give
136.389,136.853,up
136.981,137.245,their
137.277,137.597,valence
137.653,138.421,electrons
138.525,138.717,to
138.733,138.837,have
138.853,138.981,a
139.005,139.325,complete
139.357,140.129,octet.
142.429,143.289,Lithium
143.989,144.325,is
144.357,144.453,one
144.461,144.557,of
144.573,144.677,the
144.693,145.069,strongest
145.109,145.485,reducing
145.517,145.805,agents
145.837,145.981,out
146.005,146.569,there.
147.469,147.805,It
147.837,148.029,has
148.069,148.341,a
148.405,148.725,standard
148.757,149.125,reduction
149.157,149.669,potential
149.789,150.093,of
150.141,151.709,-3.5
151.829,152.609,volts.
156.6,156.936,"Now,"
156.968,157.136,let's
157.168,157.288,get
157.304,157.408,rid
157.424,157.552,of
157.576,158.14,that.
158.96,159.248,So
159.264,159.368,if
159.384,159.464,we
159.472,159.568,go
159.584,159.664,to
159.672,159.768,the
159.784,160.096,periodic
160.128,160.74,table
161.6,161.864,in
161.872,161.992,the
162.016,162.224,first
162.272,162.672,"column,"
162.736,162.912,the
162.936,163.144,first
163.192,163.4,element
163.44,163.568,you're
163.584,163.664,going
163.672,163.768,to
163.784,163.936,see
163.968,164.136,is
164.168,164.98,hydrogen.
165.6,166.008,Below
166.064,166.52,"hydrogen,"
166.56,166.76,we'll
166.8,167.336,have
167.488,167.776,the
167.808,168.112,elements
168.176,168.936,"lithium,"
169.128,170.06,"sodium,"
170.52,171.58,"potassium,"
172.56,173.54,"rubidium,"
173.84,174.86,"cesium,"
175.24,175.72,and
175.8,176.7,francium.
178.12,178.456,The
178.488,178.768,elements
178.824,179.112,below
179.176,179.976,hydrogen
180.128,180.392,are
180.416,181.24,considered
181.4,181.696,the
181.728,182.12,alkali
182.16,182.86,metals.
183.04,183.308,They
183.324,183.476,can
183.508,183.844,conduct
183.892,184.492,electricity.
184.556,184.82,They're
184.86,185.228,soft.
185.284,185.596,They
185.668,185.876,have
185.908,186.076,these
186.108,186.88,properties.
187.46,188.476,Hydrogen
188.628,188.94,is
188.98,189.372,considered
189.396,189.556,to
189.588,189.78,be
189.82,189.972,a
189.996,190.88,nonmetal.
191.26,191.572,At
191.596,191.78,room
191.82,192.172,"temperature,"
192.236,192.652,hydrogen
192.676,192.836,is
192.868,193.06,actually
193.1,193.252,a
193.276,193.88,gas.
194.7,195.06,So
195.1,195.3,it's
195.34,195.468,not
195.484,195.612,a
195.636,195.964,solid
196.012,196.68,metal.
199.58,199.916,So
199.948,200.068,on
200.084,200.212,a
200.236,200.8,"test,"
201.42,201.708,if
201.724,201.94,you're
201.98,202.276,asked
202.348,202.628,if
202.684,203.204,hydrogen
203.252,203.436,is
203.468,203.772,considered
203.796,203.908,an
203.924,204.252,alkali
204.276,204.516,"metal,"
204.548,204.668,for
204.684,204.788,the
204.804,204.98,most
205.02,205.508,"part,"
205.644,205.94,it's
205.98,206.56,not.
207.3,207.78,"However,"
207.86,208.802,"hydrogen,"
208.996,209.302,like
209.326,209.462,the
209.486,209.67,other
209.71,210.046,alkali
210.078,210.55,"metals,"
210.67,210.95,do
210.99,211.73,contain
212.27,212.678,only
212.734,212.878,one
212.894,213.174,valence
213.222,214.01,"electron,"
216.63,216.966,since
216.998,217.142,they're
217.166,217.326,all
217.358,217.502,part
217.526,217.83,of
217.91,218.174,group
218.222,218.81,one.
223.03,223.462,"Now,"
223.526,223.726,as
223.758,223.878,you
223.894,224.07,go
224.11,224.622,down
224.766,225.07,this
225.11,225.69,"group,"
227.31,227.622,the
227.646,228.61,reactivity
230.15,230.486,of
230.518,230.686,the
230.718,231.086,alkali
231.118,231.534,metals
231.622,232.57,increases.
233.43,233.742,So
233.766,233.902,what
233.926,234.062,this
234.086,234.222,means
234.246,234.382,is
234.406,234.638,that
234.694,235.53,francium
236.51,237.25,is
237.67,238.006,more
238.038,238.446,reactive
238.478,238.622,than
238.646,239.438,cesium.
239.614,240.286,Cesium
240.358,240.566,is
240.598,240.766,more
240.798,241.206,reactive
241.238,241.406,than
241.438,242.038,rubidium.
242.134,242.318,In
242.334,242.534,"fact,"
242.582,243.126,cesium
243.198,243.782,reacts
243.846,244.254,violently
244.302,244.486,with
244.518,245.09,water.
247.15,247.51,"Now,"
247.55,247.678,as
247.694,247.798,you
247.814,247.966,go
247.998,248.142,down
248.166,248.302,the
248.326,248.89,"group,"
249.27,249.582,the
249.606,249.958,melting
250.014,250.542,point
250.686,251.57,decreases.
254.03,254.654,Cesium
254.702,254.862,has
254.886,254.998,a
255.014,255.238,very
255.294,255.462,low
255.486,255.774,melting
255.822,256.006,"point,"
256.038,256.134,and
256.142,256.262,the
256.286,256.422,same
256.446,256.582,is
256.606,256.742,true
256.766,256.902,for
256.926,257.73,francium.
259.03,259.342,The
259.366,259.686,boiling
259.718,260.318,point
260.494,260.974,also
261.062,261.726,decreases
261.838,262.038,as
262.054,262.158,you
262.174,262.302,go
262.326,262.462,down
262.486,262.598,the
262.614,263.17,group.
264.86,265.196,The
265.228,265.96,density
266.26,267.36,increases
267.7,268.012,as
268.036,268.124,you
268.132,268.252,go
268.276,268.484,down
268.532,268.764,group
268.812,269.4,"one,"
272.66,272.996,the
273.028,273.22,first
273.26,273.804,ionization
273.892,274.308,"energy,"
274.404,274.652,let's
274.676,274.812,call
274.836,274.996,it
275.028,275.324,"ie,"
275.372,275.96,one
276.38,276.764,that
276.812,277.372,decreases
277.476,277.692,as
277.716,277.804,you
277.812,277.932,go
277.956,278.116,down
278.148,278.292,the
278.316,278.88,group.
280.34,280.652,The
280.676,281.612,electronegativity
281.676,281.948,also
282.004,282.692,decreases
282.836,283.068,as
283.084,283.188,you
283.204,283.332,go
283.356,283.92,down.
285.1,285.484,So
285.532,286.028,lithium
286.124,286.428,is
286.484,286.724,more
286.772,287.636,electronegative
287.708,287.94,than
287.98,288.734,"cesium,"
288.892,289.186,which
289.218,289.434,means
289.482,290.25,cesium
290.41,290.73,is
290.77,290.97,more
291.01,292.23,electropositive
292.57,292.906,than
292.938,293.59,lithium.
298.65,298.962,The
298.986,299.41,atomic
299.45,300.23,"radius,"
301.01,301.322,I'm
301.346,301.41,going
301.41,301.498,to
301.514,301.642,put
301.666,301.802,this
301.826,302.39,here.
303.49,303.802,The
303.826,304.186,atomic
304.218,304.69,radius
304.77,305.49,increases
305.57,305.738,as
305.754,305.858,you
305.874,306.026,go
306.058,306.682,"down,"
306.866,307.162,and
307.186,307.298,the
307.314,307.466,same
307.498,307.618,is
307.634,307.85,true
307.89,308.114,for
308.162,308.322,the
308.346,308.746,ionic
308.778,309.51,radius
309.81,310.146,that
310.178,310.65,increases
310.69,310.818,as
310.834,310.914,you
310.922,311.042,go
311.066,311.202,down
311.226,311.338,the
311.354,311.91,group.
313.13,313.418,So
313.434,313.562,those
313.586,313.674,are
313.682,313.85,some
313.89,314.71,trends
315.59,315.878,that
315.894,315.974,you
315.982,316.054,need
316.062,316.158,to
316.174,316.278,be
316.294,316.422,aware
316.446,316.63,of
316.67,316.918,when
316.974,317.222,dealing
317.246,317.358,with
317.374,317.526,the
317.558,317.902,alkali
317.926,318.57,metals.
324.95,325.286,"Now,"
325.318,325.486,let's
325.518,325.662,go
325.686,325.846,over
325.878,326.07,some
326.11,326.97,reactions
328.87,329.206,with
329.238,329.462,regard
329.486,329.598,to
329.614,329.718,the
329.734,330.062,alkali
330.086,330.73,metals.
333.75,334.65,Sodium
336.07,336.454,can
336.502,336.798,react
336.854,337.07,with
337.11,337.69,water
341.2,341.512,to
341.536,341.864,produce
341.912,342.096,an
342.128,342.584,alkaline
342.632,343.34,solution.
345.72,346.008,It
346.024,346.176,will
346.208,346.496,create
346.568,346.92,sodium
346.96,347.94,hydroxide
349.32,349.872,and
349.976,350.52,hydrogen
350.56,351.22,gas.
352.52,352.832,So
352.856,352.968,to
352.984,353.216,balance
353.248,353.416,this
353.448,354.14,"equation,"
354.44,354.728,we
354.744,354.824,need
354.832,354.928,to
354.944,355.048,put
355.064,355.216,a
355.248,355.464,two
355.512,355.648,in
355.664,355.792,front
355.816,355.952,of
355.976,356.66,"sodium,"
357.28,357.808,water
357.904,358.112,and
358.136,358.4,sodium
358.44,359.38,hydroxide.
361.72,362.248,Lithium
362.304,362.472,can
362.496,362.72,react
362.76,362.96,with
363.0,363.224,water
363.272,363.408,the
363.424,363.6,same
363.64,363.96,way.
364.04,364.232,It
364.256,364.392,will
364.416,364.704,produce
364.752,365.064,lithium
365.112,366.014,hydroxide
366.152,366.426,and
366.458,366.866,hydrogen
366.898,367.51,gas.
369.21,369.81,So
369.93,370.138,the
370.154,370.482,alkali
370.506,370.706,metals
370.738,370.906,are
370.938,371.178,strong
371.234,371.674,reducing
371.722,372.45,agents.
372.61,372.882,They
372.906,373.042,like
373.066,373.202,to
373.226,373.386,give
373.418,373.586,away
373.618,373.762,their
373.786,374.306,electrons
374.338,374.506,to
374.538,374.802,form
374.866,375.17,metal
375.21,375.91,cations.
379.53,379.866,When
379.898,380.322,sodium
380.386,380.642,gives
380.666,380.85,away
380.89,381.09,its
381.13,381.594,"electron,"
381.642,381.866,it'll
381.898,382.546,form
382.738,383.066,a
383.098,383.506,positive
383.578,383.866,metal
383.898,384.63,cation.
385.73,386.09,And
386.13,386.258,the
386.274,386.69,reduction
386.73,387.034,potential
387.082,387.242,for
387.266,387.882,"that,"
388.066,388.338,I
388.354,388.498,wrote
388.514,388.618,it
388.634,388.81,down
388.85,389.55,somewhere.
390.69,391.09,It's
391.13,392.146,2.71
392.178,392.83,volts.
393.47,393.758,If
393.774,393.902,you
393.926,394.278,reverse
394.294,394.422,the
394.446,394.958,"reaction,"
395.014,395.158,it
395.174,395.254,will
395.262,395.358,be
395.374,396.71,-2.71
396.83,397.038,that
397.054,397.158,will
397.174,397.278,give
397.294,397.398,you
397.414,397.542,the
397.566,397.91,standard
397.95,398.326,production
398.358,399.01,potential.
400.15,400.654,Lithium
400.702,400.91,is
400.95,401.15,also
401.19,401.318,a
401.334,401.534,strong
401.582,401.926,reducing
401.958,402.65,agent.
405.35,405.662,The
405.686,405.894,weight
405.942,406.35,written
406.43,406.598,the
406.614,407.006,reduction
407.038,407.422,potential
407.486,407.638,here
407.654,407.782,is
407.806,409.01,3.05.
409.79,410.078,If
410.094,410.222,you
410.246,410.582,reverse
410.606,410.742,"it,"
410.766,410.854,you
410.862,410.958,get
410.974,411.102,the
411.126,411.406,standard
411.438,411.806,reduction
411.838,412.134,potential
412.182,412.414,of
412.462,412.71,negative
412.75,414.01,3.05.
414.87,415.182,But
415.206,415.422,notice
415.446,415.606,that
415.638,416.294,lithium
416.462,416.718,is
416.734,416.886,the
416.918,417.262,stronger
417.286,417.67,reducing
417.71,418.268,agent
418.374,418.616,than
418.648,419.296,sodium.
419.448,419.712,It
419.736,419.872,has
419.896,420.008,a
420.024,420.224,higher
420.272,420.94,potential.
429.0,429.408,"Now,"
429.464,430.22,sodium
430.68,431.064,can
431.112,431.392,also
431.456,432.1,react
433.0,433.744,with
433.912,434.424,chlorine
434.472,435.14,gas
437.08,437.392,to
437.416,437.952,produce
438.056,438.432,table
438.496,439.22,"salt,"
440.48,440.96,sodium
441.0,441.9,chloride.
446.05,446.362,So
446.386,446.522,to
446.546,446.834,balance
446.882,447.09,"this,"
447.13,447.234,we
447.242,447.338,need
447.354,447.434,to
447.442,447.538,put
447.554,447.706,a
447.738,448.026,two
448.098,448.258,in
448.274,448.402,front
448.426,448.586,of
448.618,449.338,na
449.514,449.826,and
449.858,450.79,nacl.
453.05,453.362,"Now,"
453.386,453.546,the
453.578,453.97,alkali
454.01,454.67,"metals,"
455.09,455.378,in
455.394,455.642,addition
455.706,455.906,to
455.938,456.346,reacting
456.378,456.57,with
456.61,457.17,"water,"
457.33,457.602,they
457.626,457.81,can
457.85,458.122,also
458.186,458.498,react
458.554,458.794,with
458.842,459.43,air.
468.81,469.644,Lithium
469.802,470.144,can
470.192,470.512,react
470.576,470.92,with
471.0,471.768,excess
471.944,472.48,oxygen
472.52,473.14,gas
473.76,474.096,to
474.128,474.488,create
474.584,475.128,lithium
475.224,476.02,oxide.
476.56,477.016,Li
477.048,477.24,two
477.28,477.86,o.
486.08,486.416,The
486.448,486.8,oxide
486.84,487.5,ion
489.68,490.016,is
490.048,490.432,represented
490.456,490.592,by
490.616,490.776,this
490.808,491.62,formula
492.36,492.696,o
492.728,492.872,with
492.896,493.056,a
493.088,493.32,negative
493.36,493.536,two
493.568,494.26,charge.
498.57,499.47,Sodium
501.69,502.05,can
502.09,502.362,also
502.426,502.762,react
502.826,503.43,with
503.73,504.066,the
504.098,504.49,oxygen
504.53,504.77,gas
504.81,504.962,in
504.986,505.55,air
506.17,506.482,to
506.506,506.994,produce
507.082,507.562,sodium
507.626,508.43,"oxide,"
509.13,509.514,very
509.562,509.842,similar
509.906,510.202,to
510.266,510.442,the
510.466,510.77,previous
510.85,511.63,reaction.
514.61,514.898,But
514.914,515.13,there's
515.17,515.466,one
515.538,515.858,slight
515.914,516.234,difference
516.282,516.87,here.
517.89,518.202,When
518.226,518.554,lithium
518.602,518.986,reacts
519.018,519.306,with
519.378,519.762,excess
519.826,520.274,"oxygen,"
520.322,520.482,it
520.506,520.826,creates
520.858,521.202,lithium
521.266,522.076,oxide.
522.258,522.576,When
522.608,523.176,sodium
523.288,523.776,reacts
523.808,524.168,with
524.264,524.656,limited
524.728,525.58,"oxygen,"
527.28,527.568,it
527.584,527.712,will
527.736,527.992,create
528.056,528.78,sodium
529.88,530.36,oxide
530.4,530.576,as
530.608,531.18,well.
538.36,538.672,But
538.696,538.856,when
538.888,539.408,sodium
539.504,540.04,reacts
540.08,540.472,with
540.576,541.136,excess
541.248,541.72,oxygen
541.76,542.38,"gas,"
544.44,544.792,we're
544.816,544.88,going
544.88,544.944,to
544.952,545.072,get
545.096,545.208,a
545.224,545.424,different
545.472,546.06,"product,"
547.2,547.512,we're
547.536,547.648,not
547.664,547.744,going
547.752,547.848,to
547.864,548.04,get
548.08,548.472,sodium
548.536,549.3,"oxide,"
549.93,550.266,we're
550.298,550.466,going
550.498,550.666,to
550.698,551.154,get
551.282,552.11,sodium
553.29,554.43,peroxide.
559.73,560.066,So
560.098,560.242,to
560.266,560.57,balance
560.61,560.834,"this,"
560.882,561.018,all
561.034,561.138,we
561.154,561.282,need
561.306,561.418,is
561.434,561.586,a
561.618,562.242,two
562.426,562.722,in
562.746,562.882,front
562.906,563.066,of
563.098,563.79,sodium
566.33,567.55,peroxide
568.09,568.45,has
568.49,568.666,this
568.698,569.51,formula.
571.93,572.314,It's
572.362,572.57,o
572.61,572.882,"two,"
572.946,573.194,two
573.242,573.91,minus.
580.68,581.04,"Now,"
581.08,581.232,if
581.256,581.392,we
581.416,581.6,take
581.64,582.54,potassium
584.56,584.896,and
584.928,585.184,react
585.232,585.368,it
585.384,585.56,with
585.6,586.0,oxygen
586.04,586.7,"gas,"
589.32,589.632,we're
589.656,589.744,going
589.752,589.896,to
589.928,590.384,get
590.512,591.54,potassium
592.04,593.34,superoxide.
594.44,594.824,So
594.872,595.584,superoxide
595.632,595.816,is
595.848,596.04,o
596.08,596.568,two
596.704,596.952,with
596.976,597.112,a
597.136,597.384,negative
597.432,597.616,one
597.648,598.34,"charge,"
599.0,599.44,whereas
599.48,599.984,peroxide
600.032,600.24,is
600.28,600.456,o
600.488,600.728,two
600.784,601.192,with
601.296,601.826,"a,"
601.968,602.222,a
602.246,602.406,two
602.438,602.694,minus
602.742,603.41,charge.
608.11,608.47,So
608.51,608.662,keep
608.686,608.798,that
608.814,608.918,in
608.934,609.182,mind.
609.246,609.446,If
609.478,609.622,you
609.646,609.918,react
609.974,610.758,sodium
610.934,611.318,with
611.374,611.718,limited
611.774,612.214,"oxygen,"
612.262,612.398,you
612.414,612.566,get
612.598,612.894,sodium
612.942,613.694,"oxide,"
613.862,614.19,but
614.23,614.454,with
614.502,614.862,excess
614.926,615.286,oxygen
615.318,615.438,you
615.454,615.606,get
615.638,615.926,sodium
615.958,616.862,peroxide.
617.046,617.366,But
617.398,617.518,when
617.534,617.638,you
617.654,617.966,react
618.038,618.95,potassium
619.11,619.406,with
619.438,620.21,"oxygen,"
620.59,620.878,you
620.894,621.358,get
621.494,622.222,"super,"
622.406,622.974,potassium
623.022,624.01,superoxide.
627.2,627.56,So
627.6,627.752,those
627.776,627.888,are
627.904,628.032,some
628.056,628.144,of
628.152,628.272,the
628.296,628.784,reactions
628.832,629.424,that
629.592,629.872,you
629.896,630.032,might
630.056,630.192,be
630.216,630.536,tested
630.568,631.024,on
631.152,631.416,with
631.448,631.72,regard
631.76,631.984,to
632.032,632.432,alkali
632.456,633.1,metals.
635.44,635.776,"Now,"
635.808,635.952,let's
635.976,636.112,talk
636.136,636.272,about
636.296,636.432,the
636.456,637.2,reactivity
637.32,637.6,of
637.64,638.016,alkali
638.048,638.66,metals.
639.56,639.872,The
639.896,640.584,reactivity
640.672,641.272,increases
641.336,641.512,as
641.536,641.672,you
641.696,641.88,go
641.92,642.384,down
642.512,642.752,the
642.776,643.34,group.
643.88,644.192,So
644.216,644.352,what
644.376,644.512,that
644.536,644.696,means
644.728,644.848,is
644.864,645.304,that
645.432,646.34,cesium
646.64,647.024,is
647.072,647.256,more
647.288,647.776,reactive
647.808,647.976,than
648.008,648.66,lithium.
649.0,649.336,"Now,"
649.368,649.56,let's
649.6,649.92,understand
650.0,650.62,why.
653.33,653.738,So
653.794,654.47,"lithium,"
658.81,659.098,let
659.114,659.218,me
659.234,659.402,draw
659.426,659.562,this
659.586,660.35,differently.
663.57,663.882,Let's
663.906,664.042,say
664.066,664.178,this
664.194,664.322,is
664.346,664.506,the
664.538,664.978,nucleus
665.034,665.25,of
665.29,665.95,lithium.
667.29,667.626,This
667.658,667.802,is
667.826,667.962,the
667.986,668.17,first
668.21,668.962,shell
669.146,669.442,and
669.466,669.578,this
669.594,669.722,is
669.746,669.906,the
669.938,670.13,second
670.17,670.87,shell.
672.13,672.658,Lithium
672.714,672.906,has
672.938,673.082,one
673.106,673.41,valence
673.45,674.346,electron
674.538,674.818,in
674.834,674.962,the
674.986,675.17,second
675.21,675.91,shell.
681.78,682.404,"Cesium,"
682.452,682.564,on
682.572,682.644,the
682.652,682.844,other
682.892,683.48,"hand,"
684.3,684.652,it's
684.676,684.764,going
684.772,684.868,to
684.884,685.036,be
685.068,685.308,much
685.364,685.996,bigger.
686.148,686.412,So
686.436,686.572,this
686.596,686.732,is
686.756,686.892,the
686.916,687.1,first
687.14,687.388,energy
687.444,688.04,level.
689.46,689.788,Let's
689.804,689.932,say
689.956,690.108,that's
690.124,690.276,the
690.308,690.88,"second,"
693.1,693.84,"3rd,"
696.58,697.56,"4th,"
700.9,701.748,"fifth,"
701.924,702.308,and
702.364,702.556,here
702.588,702.732,is
702.756,702.916,the
702.948,703.236,6th
703.268,703.84,one.
710.74,711.028,We
711.044,711.172,can
711.196,711.332,see
711.356,711.828,why
711.964,712.932,cesium
713.116,713.484,can
713.532,713.716,give
713.748,714.132,up
714.236,714.476,its
714.508,714.868,valence
714.924,715.46,electron
715.54,715.708,a
715.724,715.9,lot
715.94,716.316,easier
716.388,716.596,than
716.628,717.28,lithium.
718.58,718.94,One
718.98,719.18,reason
719.22,719.372,for
719.396,719.868,that
720.004,720.276,is
720.308,720.572,that
720.636,720.86,this
720.9,721.8,electron
722.18,722.92,is
723.22,723.628,very
723.684,723.972,far
724.036,724.284,away
724.332,724.492,from
724.516,724.652,the
724.676,725.44,nucleus.
726.98,727.292,And
727.316,727.524,so
727.572,727.732,the
727.756,728.4,pool
730.47,730.878,that
730.934,731.126,the
731.158,731.51,nucleus
731.55,731.726,have
731.758,731.854,on
731.862,732.03,this
732.07,732.63,"electron,"
732.71,732.902,it's
732.926,733.014,a
733.022,733.166,lot
733.198,733.534,weaker
733.582,733.79,since
733.83,734.006,they're
734.038,734.254,further
734.302,734.702,away.
734.806,734.998,In
735.014,735.094,the
735.102,735.246,case
735.278,735.422,of
735.446,735.974,"lithium,"
736.102,736.366,the
736.398,736.726,nucleus
736.758,736.878,has
736.894,737.046,a
737.078,737.406,stronger
737.438,738.054,pull
738.222,738.766,on
738.878,739.078,the
739.094,739.35,valence
739.39,739.726,electron
739.758,740.022,because
740.086,740.286,it's
740.318,740.486,so
740.518,741.09,close.
742.07,742.382,So
742.406,742.606,that's
742.638,742.83,one
742.87,743.07,reason
743.11,743.31,why
743.35,743.806,cesium
743.878,744.11,is
744.15,744.326,much
744.358,744.526,more
744.558,745.326,reactive
745.478,745.766,than
745.798,746.49,lithium.
746.79,747.222,Another
747.286,747.894,"reason,"
748.062,748.342,in
748.366,748.574,"fact,"
748.622,748.854,a
748.902,749.062,more
749.086,749.366,important
749.438,750.05,"reason,"
751.23,751.542,has
751.566,751.678,to
751.694,751.798,do
751.814,751.942,with
751.966,752.078,the
752.094,752.374,melting
752.422,753.01,points
753.87,754.302,of
754.366,754.566,these
754.598,754.766,two
754.798,755.45,metals.
757.11,757.662,Molten
757.726,758.41,lithium
759.27,759.678,is
759.734,759.974,much
760.022,760.206,more
760.238,760.83,reactive
760.91,761.15,than
761.19,761.598,solid
761.654,762.33,lithium
763.03,763.51,because
763.59,763.758,in
763.774,763.854,a
763.862,764.222,molten
764.286,764.75,"state,"
764.87,765.206,there's
765.238,765.43,more
765.47,765.814,surface
765.862,766.406,area
766.558,766.798,for
766.814,766.942,the
766.966,767.406,molecules
767.438,767.582,to
767.606,768.07,"react,"
768.19,768.422,or
768.446,768.726,rather
768.798,768.958,for
768.974,769.078,the
769.094,769.358,atoms
769.374,769.502,to
769.526,770.13,react.
770.99,771.55,Lithium
771.63,771.822,has
771.846,772.006,a
772.038,772.23,much
772.27,772.47,higher
772.51,772.814,melting
772.862,773.31,point
773.43,773.734,than
773.782,774.646,cesium.
774.838,775.118,The
775.134,775.39,melting
775.43,775.606,point
775.638,775.782,for
775.806,776.07,lithium
776.11,776.262,is
776.286,776.85,about
777.15,777.99,180
778.03,778.414,degrees
778.502,779.41,celsius.
780.43,780.718,The
780.734,780.99,melting
781.03,781.206,point
781.238,781.382,for
781.406,782.13,cesium
782.48,782.816,is
782.848,783.42,around
783.92,784.52,29
784.56,784.824,degrees
784.872,785.7,celsius.
786.88,787.192,Both
787.216,787.352,of
